O*NET-SOC Code	Alternate Title	Short Title	Source(s)
11-3031.03	Investment Analysis Vice President (Investment Analysis VP)	Investment Analysis VP	02
11-3031.03	Investment Fund Manager	n/a	08
11-3031.03	Investments Manager	n/a	08
11-3031.03	Mutual Fund Manager	n/a	08
11-3031.03	Pension Fund Manager	n/a	08
11-3031.03	Portfolio Manager	n/a	02,08
11-3051.00	Area Plant Manager	n/a	02
11-3051.00	Assembly Manager	n/a	02
11-3051.00	Bulk Plant Manager	n/a	08
11-3051.00	Car Construction Superintendent	n/a	08
11-3051.00	Concrete Mixing Plant Superintendent	n/a	08
11-3051.00	Correctional Facility Industries Superintendent	n/a	08
11-3051.00	Factory Manager	n/a	08
11-3051.00	Factory Superintendent	n/a	08
11-3051.00	Food Processing Plant Manager	n/a	08
11-3051.00	Food Production Manager	n/a	08
11-3051.00	Gas Operations Manager	n/a	08
11-3051.00	Gas Operations Superintendent	n/a	08
11-3051.00	General Milling Superintendent	n/a	08
11-3051.00	General Production Manager	n/a	02
11-3051.00	Industrial Production Manager	n/a	02,04,08
11-3051.00	Manufacturing Coordinator	n/a	02
11-3051.00	Manufacturing Department Manager	n/a	08
11-3051.00	Manufacturing Director	n/a	04,08
11-3051.00	Manufacturing Manager	n/a	02,10
11-3051.00	Manufacturing Operations Manager	n/a	10
11-3051.00	Manufacturing Planner	n/a	08
11-3051.00	Manufacturing Production Manager	n/a	10
11-3051.00	Manufacturing Project Manager	n/a	10
11-3051.00	Materials Coordinator	n/a	08
11-3051.00	Materials Planner	n/a	08
11-3051.00	Plant Chief	n/a	04
11-3051.00	Plant General Manager (Plant GM)	Plant GM	08
11-3051.00	Plant Manager	n/a	02,04
11-3051.00	Plant Superintendent	n/a	04,08
11-3051.00	Product Line Manager	n/a	02
11-3051.00	Production Control Manager	n/a	02,04
11-3051.00	Production Control Supervisor	n/a	08
11-3051.00	Production Foreman	n/a	08
11-3051.00	Production Manager	n/a	02,10
11-3051.00	Production Managing Supervisor	n/a	08
11-3051.00	Production Shift Manager	n/a	10
11-3051.00	Production Superintendent	n/a	08
11-3051.00	Quality Assurance Manager (QA Manager)	QA Manager	08,10
11-3051.00	Quality Assurance Supervisor (QA Supervisor)	QA Supervisor	08,10
11-3051.00	Quality Control Manager (QC Manager)	QC Manager	02,08,10
11-3051.00	Quality Manager	n/a	02,08,10
11-3051.00	Quality Supervisor	n/a	08,10
11-3051.00	Sawmill Manager	n/a	08
11-3051.00	Sub Plant Manager	n/a	02
11-3051.00	Value Stream Manager	n/a	10
11-3051.00	Vinous Liquor Wine Maker	n/a	08
11-3051.01	Product Quality Director	n/a	02
11-3051.01	Quality and Food Safety Manager	n/a	02
11-3051.01	Quality and Process Improvement Manager	n/a	02
11-3051.01	Quality Assurance Coordinator (QA Coordinator)	QA Coordinator	08
11-3051.01	Quality Assurance Director (QA Director)	QA Director	02,10
11-3051.01	Quality Assurance Manager (QA Manager)	QA Manager	02,10
11-3051.01	Quality Assurance Supervisor (QA Supervisor)	QA Supervisor	02,10
11-3051.01	Quality Control Director (QC Director)	QC Director	08,10
11-3051.01	Quality Control Manager (QC Manager)	QC Manager	02,08,10
11-3051.01	Quality Control Microbiology Supervisor (QC Microbiology Supervisor)	QC Microbiology Supervisor	08
11-3051.01	Quality Control Supervisor (QC Supervisor)	QC Supervisor	02,08,10
11-3051.01	Quality Control Systems Manager (QC Systems Manager)	QC Systems Manager	08
11-3051.01	Quality Director	n/a	02,10
11-3051.01	Quality Management Director	n/a	10
11-3051.01	Quality Manager	n/a	02,10
11-3051.01	Quality Supervisor	n/a	10
11-3051.01	Quality Systems Director	n/a	02
11-3051.01	Quality Systems Manager	n/a	10
11-3051.02	Decommissioning Well Site Manager	n/a	10
11-3051.02	Geothermal Operations Manager	n/a	08
11-3051.02	Geothermal Plant Manager	n/a	08
11-3051.02	Geothermal Product Manager	n/a	10
11-3051.02	Geothermal Production Manager	n/a	08
11-3051.02	Industrial Production Manager	n/a	10
11-3051.02	Mitigation Supervisor	n/a	10
11-3051.02	Plant Manager	n/a	02
11-3051.02	Plant Operations Coordinator	n/a	08
11-3051.02	Plant Superintendent	n/a	10
11-3051.02	Plant Supervisor	n/a	02
11-3051.02	Power Plant Operations Manager	n/a	02
11-3051.02	Production Control Manager	n/a	10
11-3051.03	Biodiesel Operations Manager	n/a	08
11-3051.03	Biodiesel Plant Manager	n/a	08
11-3051.03	Biodiesel Plant Superintendent	n/a	08
11-3051.03	Biofuels Operations Manager	n/a	08
11-3051.03	Biofuels Plant Manager	n/a	08
11-3051.03	Biofuels Plant Superintendent	n/a	08
11-3051.03	Biofuels Production Manager	n/a	02,08
11-3051.03	Ethanol Operations Manager	n/a	02
11-3051.03	Industrial Manager	n/a	10
11-3051.03	Industrial Production Manager	n/a	07
11-3051.03	Manufacturing Manager	n/a	10
11-3051.03	Plant Manager	n/a	02
11-3051.03	Plant Operations Coordinator	n/a	10
11-3051.03	Power Resources Manager	n/a	10
11-3051.03	Production Coordinator	n/a	02
11-3051.03	Production Manager	n/a	02
11-3051.03	Production Plant Manager	n/a	02
11-3051.03	Renewables Project Manager	n/a	10
11-3051.04	Biomass Plant Manager	n/a	08
11-3051.04	Biomass Power Plant Manager	n/a	08
11-3051.04	Biomass Power Plant Superintendent	n/a	08
11-3051.04	Biomass Production Manager	n/a	08
11-3051.04	Demand Generator Manager	n/a	10
11-3051.04	Fuel Manager	n/a	02
11-3051.04	Maintenance Manager	n/a	02
11-3051.04	Maintenance Superintendent	n/a	02
11-3051.04	Maintenance Supervisor	n/a	02
11-3051.04	Operations and Maintenance Manager (O&M Manager)	O&M Manager	02
11-3051.04	Operations Superintendent	n/a	02
11-3051.04	Operations Supervisor	n/a	02
11-3051.04	Plant Manager	n/a	02
11-3051.04	Utilities Superintendent	n/a	02
11-3051.06	Demand Generation Manager	n/a	10
11-3051.06	Generation Manager	n/a	10
11-3051.06	Hydroelectric Generation Manager (Hydro Generation Manager)	Hydro Generation Manager	02,08
11-3051.06	Hydroelectric Generation Supervisor (Hydro Generation Supervisor)	Hydro Generation Supervisor	10
11-3051.06	Hydroelectric Plant Site Manager (Hydro Plant Site Manager)	Hydro Plant Site Manager	08
11-3051.06	Hydroelectric Production Manager	n/a	08
11-3051.06	Hydroelectric Station Chief	n/a	08
11-3051.06	Hydroelectric Station Supervisor (Hydro Station Supervisor)	Hydro Station Supervisor	02
11-3051.06	Plant Manager	n/a	02
11-3051.06	Plant Site Leader	n/a	10
11-3051.06	Power Plant Superintendent	n/a	02
11-3051.06	Power Plant Supervisor	n/a	02
11-3051.06	Power Project Manager	n/a	02
11-3051.06	Production Manager	n/a	10
11-3051.06	Renewables Project Manager	n/a	10
11-3051.06	Water and Hydroelectric Services Director	n/a	10
11-3051.06	Water Utility Plant Manager	n/a	10
11-3061.00	Category Purchasing Manager	n/a	02
11-3061.00	Commissary Superintendent	n/a	08
11-3061.00	Commodity Manager	n/a	02,10
11-3061.00	Contract Manager	n/a	04,06
11-3061.00	Contracting Manager	n/a	04
11-3061.00	Division Merchandise Manager (DMM)	DMM	01
11-3061.00	General Merchandise Manager	n/a	01
11-3061.00	Materials Director	n/a	02
11-3061.00	Materials Manager	n/a	02,04,06,10
11-3061.00	Merchandise Director	n/a	04,06
11-3061.00	Merchandise Manager	n/a	04,06,08
11-3061.00	Merchandising Manager	n/a	09
11-3061.00	Procurement Director	n/a	02,10
11-3061.00	Procurement Manager	n/a	02,04,06,10
11-3061.00	Procurement Services Manager	n/a	08
11-3061.00	Procurement Sourcing Manager	n/a	10
11-3061.00	Purchasing Coordinator	n/a	09
11-3061.00	Purchasing Director	n/a	02,04
11-3061.00	Purchasing Manager	n/a	02,04,10
11-3061.00	Purchasing Supervisor	n/a	02,10
11-3061.00	Sourcing Manager	n/a	04,09,10
11-3061.00	Strategic Sourcing Director	n/a	02,04
11-3061.00	Strategic Sourcing Manager	n/a	02,10
11-3061.00	Vendor Manager	n/a	10
11-3071.00	Aerial Planting and Cultivation Manager	n/a	08
11-3071.00	Air Export Logistics Manager	n/a	08
11-3071.00	Airport Manager	n/a	04,08
11-3071.00	Ammunition Storage Superintendent	n/a	08
11-3071.00	Auto Fleet Manager	n/a	08
11-3071.00	Automotive Services Manager	n/a	08
11-3071.00	Bridges Supervisor	n/a	08
11-3071.00	Building Supervisor	n/a	08
11-3071.00	Bulk Plant Manager	n/a	08
11-3071.00	Bus Transportation Manager	n/a	08
11-3071.00	Canal Superintendent	n/a	08
11-3071.00	Car Inspection and Repair Manager	n/a	08
11-3071.00	Cargo and Ramp Services Manager	n/a	08
11-3071.00	Chief Wharfinger	n/a	08
11-3071.00	Cold Storage Supervisor	n/a	04,08
11-3071.00	Communications and Signals Supervisor	n/a	08
11-3071.00	Compressor Stations Superintendent	n/a	08
11-3071.00	Contract Manager	n/a	08
11-3071.00	Corporate Logistics Manager	n/a	08
11-3071.00	Corporate Traffic Manager	n/a	08
11-3071.00	Customer Logistics Manager	n/a	08
11-3071.00	Delivery Manager	n/a	08
11-3071.00	Dispatch Manager	n/a	08
11-3071.00	Distribution Center Manager	n/a	02,04
11-3071.00	Distribution Center Operations Manager	n/a	08
11-3071.00	Distribution Center Supervisor	n/a	08
11-3071.00	Distribution Coordinator	n/a	08
11-3071.00	Distribution Manager	n/a	02
11-3071.00	Distribution Superintendent	n/a	08
11-3071.00	Division Road Supervisor	n/a	08
11-3071.00	Division Roadmaster	n/a	08
11-3071.00	Dock Superintendent	n/a	08
11-3071.00	Dockmaster	n/a	08
11-3071.00	Fleet Manager	n/a	02
11-3071.00	Flight Control Manager	n/a	08
11-3071.00	Flight Operations Manager	n/a	08
11-3071.00	Flight Reservations Manager	n/a	08
11-3071.00	Flight Superintendent	n/a	08
11-3071.00	Freight Coordinator	n/a	08
11-3071.00	General Car Yard Supervisor	n/a	08
11-3071.00	General Road Foreman	n/a	08
11-3071.00	General Road Supervisor	n/a	08
11-3071.00	Global Logistics Manager	n/a	08
11-3071.00	Global Transportation Manager	n/a	02
11-3071.00	Harbor Department Manager	n/a	08
11-3071.00	Import Coordinator	n/a	08
11-3071.00	Import Export Manager	n/a	08
11-3071.00	Import Manager	n/a	08
11-3071.00	Integrated Logistics Programs Director	n/a	08
11-3071.00	Integrated Logistics Support Manager (ILS Manager)	ILS Manager	08
11-3071.00	International Logistics Manager	n/a	08
11-3071.00	Inventory Control Manager	n/a	08
11-3071.00	Load Out Supervisor	n/a	08
11-3071.00	Logistics Analytics Manager	n/a	08
11-3071.00	Logistics and Planning Manager	n/a	08
11-3071.00	Logistics Coordinator	n/a	08
11-3071.00	Logistics Director	n/a	02
11-3071.00	Logistics Management Specialist	n/a	08
11-3071.00	Logistics Manager	n/a	04,08,10
11-3071.00	Logistics Operations Director	n/a	08
11-3071.00	Logistics Operations Manager	n/a	02
11-3071.00	Logistics Solution Manager	n/a	08
11-3071.00	Logistics Supervisor	n/a	08,10
11-3071.00	Logistics Supply Officer	n/a	04
11-3071.00	Logistics Team Leader	n/a	08
11-3071.00	Logistics Vice President	n/a	08
11-3071.00	Marine Oil Terminal Superintendent	n/a	04,08
11-3071.00	Marine Superintendent	n/a	08
11-3071.00	Measurement Superintendent	n/a	08
11-3071.00	Operations Director	n/a	08
11-3071.00	Pipelines Superintendent	n/a	08
11-3071.00	Port Traffic Manager	n/a	08
11-3071.00	Print Traffic Manager	n/a	08
11-3071.00	Railroad Car Inspection and Repair Regional Superintendent	n/a	08
11-3071.00	Receiving Manager	n/a	08
11-3071.00	Schedule Planning Manager	n/a	08
11-3071.00	Service Delivery Manager	n/a	08
11-3071.00	Sewer System Supervisor	n/a	08
11-3071.00	Shipping Coordinator	n/a	08
11-3071.00	Shipping Manager	n/a	02
11-3071.00	Shipping Receiving Manager	n/a	08
11-3071.00	Shipping Supervisor	n/a	08
11-3071.00	Station Manager	n/a	08
11-3071.00	Station Master	n/a	08
11-3071.00	Station Supervisor	n/a	08
11-3071.00	Stations Superintendent	n/a	08
11-3071.00	Storage and Distribution Manager	n/a	08
11-3071.00	Storage Manager	n/a	08
11-3071.00	Substation Manager	n/a	08
11-3071.00	Supply Chain Logistics Manager	n/a	02
11-3071.00	Telegraph Office Manager	n/a	08
11-3071.00	Terminal Manager	n/a	08
11-3071.00	Terminal Operations Supervisor	n/a	08
11-3071.00	Terminal Superintendent	n/a	08
11-3071.00	Traffic Director	n/a	08
11-3071.00	Traffic Manager	n/a	08
11-3071.00	Traffic Superintendent	n/a	08
11-3071.00	Traffic Supervisor	n/a	08
11-3071.00	Train Master	n/a	08
11-3071.00	Train Operations Manager	n/a	08
11-3071.00	Train Operations Supervisor	n/a	08
11-3071.00	Trainmaster	n/a	08
11-3071.00	Transportation Coordinator	n/a	08
11-3071.00	Transportation Director	n/a	08
11-3071.00	Transportation Maintenance Supervisor	n/a	08
11-3071.00	Transportation Manager	n/a	02,04,10
11-3071.00	Transportation Program Director	n/a	08
11-3071.00	Transportation Project Manager	n/a	10
11-3071.00	Transportation Specialist	n/a	10
11-3071.00	Transportation Superintendent	n/a	08
11-3071.00	Transportation Supervisor	n/a	08
11-3071.00	Truck Terminal Manager	n/a	08
11-3071.00	Warehouse Foreman	n/a	08
11-3071.00	Warehouse Manager	n/a	04,08,10
11-3071.00	Warehouse Operations Manager	n/a	04,08
11-3071.00	Warehouse Shift Supervisor	n/a	10
11-3071.00	Warehouse Supervisor	n/a	02,10
11-3071.00	Water and Sewer Systems Superintendent	n/a	08
11-3071.00	Waterworks Supervisor	n/a	08
11-3071.00	Wharfinger	n/a	08
11-3071.00	Wharfmaster	n/a	08
11-3071.04	Demand Planning Manager	n/a	10
11-3071.04	Global Supply Chain Director	n/a	02
11-3071.04	Global Supply Chain Manager	n/a	10
11-3071.04	Manufacturing Supply Chain Manager	n/a	10
11-3071.04	Material Requirements Planning Manager	n/a	02
11-3071.04	Materials Manager	n/a	10
11-3071.04	Materials Planner	n/a	10
11-3071.04	Solution Design and Analysis Manager	n/a	02
11-3071.04	Supply Chain Analytics Manager	n/a	10
11-3071.04	Supply Chain Design Manager	n/a	08
11-3071.04	Supply Chain Development Manager	n/a	08
11-3071.04	Supply Chain Director	n/a	02,08,10
11-3071.04	Supply Chain Logistics Manager	n/a	10
11-3071.04	Supply Chain Management Director	n/a	10
11-3071.04	Supply Chain Manager	n/a	02,08,10
11-3071.04	Supply Chain Operations Director	n/a	10
11-3071.04	Supply Chain Operations Manager	n/a	10
11-3071.04	Supply Chain Planning Manager	n/a	10
11-3071.04	Supply Chain Procurement Manager	n/a	08
11-3071.04	Supply Chain Product Manager	n/a	10
11-3071.04	Supply Chain Program Manager	n/a	08
11-3071.04	Supply Chain Project Manager	n/a	10
11-3071.04	Supply Chain Strategy Manager	n/a	10
11-3071.04	Supply Chain Systems Manager	n/a	08
11-3111.00	Benefits Admin (Benefits Administrator)	Benefits Admin	08
11-3111.00	Benefits Advisor	n/a	02,10
11-3111.00	Benefits Coordinator	n/a	02
11-3111.00	Benefits Director	n/a	02,04,06,10
11-3111.00	Benefits Manager	n/a	02,10
11-3111.00	Compensation and Benefits Director	n/a	02
11-3111.00	Compensation and Benefits Manager	n/a	02
11-3111.00	Compensation Director	n/a	02,04,10
11-3111.00	Compensation Manager	n/a	02,10
11-3111.00	Compensation Program Manager	n/a	10
11-3111.00	Employee Benefits Account Manager	n/a	10
11-3111.00	Employee Benefits Coordinator	n/a	02,04
11-3111.00	Employee Benefits Director	n/a	02,04,06
11-3111.00	Employee Benefits Manager	n/a	02,04,06
11-3111.00	Global Compensation Director	n/a	10
11-3111.00	Global Compensation Manager	n/a	10
11-3111.00	Payroll and Benefits Manager	n/a	10
11-3111.00	Payroll Manager	n/a	02,10
11-3111.00	Personnel Manager	n/a	04
11-3111.00	Position Classification Manager	n/a	04,06
11-3111.00	Reimbursement Manager	n/a	10
11-3111.00	Reimbursements Manager	n/a	10
11-3111.00	Wage and Salary Administrator (Wage and Salary Admin)	Wage and Salary Admin	04,06
11-3111.00	Workers' Compensation Manager	n/a	10
11-3121.00	Diversity Manager	n/a	09
11-3121.00	Efficiency Manager	n/a	04
11-3121.00	Employee Relations Manager	n/a	02,04,06,10
11-3121.00	Employee Welfare Manager	n/a	08
11-3121.00	Employment Manager	n/a	04,06,08
11-3121.00	HR Administration Director (Human Resources Administration Director)	HR Administration Director	02
11-3121.00	HR Department Supervisor (Human Resources Department Supervisor)	HR Department Supervisor	10
11-3121.00	Human Resources Administrator (HR Administrator)	HR Administrator	08,10
11-3121.00	Human Resources Coordinator (HR Coordinator)	HR Coordinator	08
11-3121.00	Human Resources Director (HR Director)	HR Director	02,10
11-3121.00	Human Resources Manager (HR Manager)	HR Manager	02,04,06,10
11-3121.00	Human Resources Operations Manager	n/a	02
11-3121.00	Human Services Manager	n/a	04,06
11-3121.00	Industrial Relations Director	n/a	04,06
11-3121.00	Industrial Relations Manager	n/a	04,06
11-3121.00	Job Analysis Manager	n/a	04
11-3121.00	Labor Relations Director	n/a	04,06
11-3121.00	Labor Relations Manager	n/a	04,06,08
11-3121.00	Merit System Director	n/a	08
11-3121.00	Personnel Administrator	n/a	04
11-3121.00	Personnel Director	n/a	04,06,09
11-3121.00	Personnel Generalist Manager	n/a	04,06
11-3121.00	Personnel Manager	n/a	04,06,08
11-3121.00	Placement Director	n/a	04,06,08
11-3121.00	Position Classification Manager	n/a	04
11-3121.00	Position Description Manager	n/a	04
11-3121.00	Recruiting Manager	n/a	10
11-3121.00	Recruitment Director	n/a	10
11-3121.00	Recruitment Manager	n/a	10
11-3121.00	Staffing Manager	n/a	09,10
11-3121.00	Talent Acquisition Director	n/a	10
11-3121.00	Talent Acquisition Manager	n/a	10
11-3131.00	Apprenticeship Consultant	n/a	08
11-3131.00	Development Associate	n/a	10
11-3131.00	Development Coordinator	n/a	10
11-3131.00	Development Director	n/a	10
11-3131.00	E-Learning Manager (Electronic Learning Manager)	E-Learning Manager	02,04
11-3131.00	Education and Development Manager	n/a	02
11-3131.00	Education and Training Manager	n/a	04,06,08
11-3131.00	Employee Development Director	n/a	04,06
11-3131.00	Employee Development Manager	n/a	04,06
11-3131.00	HR Trainer (Human Resources Trainer)	HR Trainer	09
11-3131.00	Knowledge Manager	n/a	09
11-3131.00	L and D Director (Learning and Development Director)	L and D Director	02,10
11-3131.00	Labor Training Manager	n/a	04,06
11-3131.00	Learning Director	n/a	10
11-3131.00	Learning Manager	n/a	02
11-3131.00	Learning Officer	n/a	09
11-3131.00	Learning Specialist	n/a	08
11-3131.00	Manpower Development Manager	n/a	04,06
11-3131.00	Organizational Development Manager (OD Manager)	OD Manager	02
11-3131.00	Safety And Training Manager	n/a	10
11-3131.00	Sales Training Manager	n/a	10
11-3131.00	Staff Development Coordinator	n/a	08
11-3131.00	Staff Development Director	n/a	02,10
11-3131.00	Staff Training and Development Manager	n/a	02
11-3131.00	Training and Development Coordinator (T and D Coordinator)	T and D Coordinator	02
11-3131.00	Training and Development Director (T and D Director)	T and D Director	02
11-3131.00	Training and Development Manager (T and D Manager)	T and D Manager	02,10
11-3131.00	Training Development Director	n/a	09
11-3131.00	Training Director	n/a	02,04,06,10
11-3131.00	Training Executive	n/a	09
